ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
574,1686,3,3,Rural,1971,144239.73530692793
575,1134,4,3,Suburb,1968,120068.3206548068
576,2524,3,2,Suburb,1994,281067.6160130291
577,2251,5,3,Urban,2015,275702.6065650446
578,2474,2,3,Urban,2011,305948.2625891769
579,2029,2,3,Rural,1990,294525.63394173566
580,2511,4,2,Urban,1985,317853.83751827176
581,2139,2,1,Suburb,2011,222142.76385958368
582,2283,3,1,Suburb,1973,251792.4302388688
583,2001,5,3,Rural,1974,178385.22754857584
584,1290,5,3,Rural,1994,237567.6010999809
585,2647,4,3,Rural,2012,312846.43909361656
586,1042,2,2,Urban,1958,59333.87878492025
587,1572,2,2,Rural,1990,129120.40437577153
588,2833,2,3,Suburb,1988,210323.5100873404
589,1509,4,2,Rural,1985,128093.5823628623
590,1851,2,3,Urban,1979,200312.49677667432
591,2155,2,1,Suburb,2000,297873.7166782629
592,2176,3,2,Rural,2002,176580.69755158725
593,2224,3,3,Urban,1997,206577.7271306644
594,1783,4,1,Urban,1981,168857.58055238053
595,1194,3,1,Urban,1987,74284.36671218819
596,2656,5,1,Urban,2015,323927.3537074094
597,2106,3,1,Suburb,1987,214704.4644423721
598,2720,3,3,Urban,1966,305773.44953208667
599,2908,2,3,Rural,1996,261116.63292564751
600,1769,2,1,Urban,1994,162108.91830311043
601,1578,5,1,Suburb,1953,220393.9470517094
602,1268,4,3,Urban,2015,145269.20365725964
603,2265,2,2,Urban,2010,228992.9519801041
604,2208,5,2,Suburb,1979,292001.5235077043
605,1544,2,2,Rural,1964,178650.93020513977
606,1323,2,1,Rural,1967,251679.9900416776
607,1959,2,3,Suburb,2005,172776.2743096699
608,1084,2,3,Rural,1976,54003.93664027663
609,1462,4,1,Suburb,1990,120002.55128430088
610,2561,3,3,Rural,2002,273886.9002326089
611,1114,4,1,Rural,1998,172778.19051336808
612,2144,4,1,Rural,1982,256668.73461147977
613,2703,2,1,Urban,1993,263401.5041033627
614,1605,5,2,Urban,1969,275342.10787464713
615,1414,2,1,Rural,1975,146270.07919201703
616,2996,5,3,Suburb,1969,301026.3202562129
617,2262,2,1,Suburb,1965,324451.4773081019
618,1817,4,3,Suburb,2008,189193.41079691247
619,2393,3,1,Suburb,1976,100884.88969700586
620,1697,4,1,Urban,1996,192751.3633249377
621,2352,5,2,Rural,2013,259589.78986777048
622,2213,5,1,Rural,2003,251789.794311743
623,1222,5,2,Suburb,1978,187318.6714227164
624,2036,2,2,Rural,1962,248528.9319409527
625,1920,2,2,Rural,2014,107193.41797797744
626,1033,4,1,Urban,1972,101717.8800603944
627,2087,2,3,Suburb,2020,226092.00094149524
628,2828,5,2,Suburb,2006,320969.187225766
629,2523,2,2,Suburb,2004,310310.287064534
630,1138,4,2,Rural,1953,156522.46292447296
631,1175,3,3,Urban,1993,147644.0719307879
632,1663,4,3,Urban,1968,168793.22088207185
633,1160,4,3,Suburb,1955,94366.11041655492
634,1947,4,3,Rural,2012,311350.5421994647
635,1898,5,3,Suburb,2016,177921.28912757387
636,1685,2,3,Urban,2009,294939.5015731741
637,2113,4,2,Rural,1951,159838.57624925103
638,1873,4,2,Rural,1972,232746.31797744424
639,1744,4,3,Suburb,1992,195529.8784856923
640,2466,3,3,Suburb,1975,324891.4203749529
641,2699,2,1,Rural,1997,312966.28029039974
642,1543,3,2,Suburb,1961,143836.11133452112
643,1488,4,3,Urban,1991,194592.69622593364
644,1955,5,2,Rural,2018,160715.72932448162
645,1910,2,3,Urban,2013,193587.30714612565
646,2743,5,2,Rural,1957,318023.33373774844
647,2179,5,3,Rural,1979,268704.7494194825
648,1380,2,2,Suburb,2010,111341.75137873352
649,1256,2,3,Rural,2012,32546.25987862966
650,2522,3,3,Urban,1972,327860.72533732065
651,2003,2,2,Suburb,2000,244463.91541709384
652,1612,3,1,Urban,1979,173817.2110463839
653,1091,5,2,Urban,1996,158916.8558680797
654,2941,2,3,Rural,1979,376786.0084716129
655,2581,4,2,Urban,1953,188789.36042754736
656,1840,4,1,Rural,1955,257196.7587460217
657,1095,5,1,Rural,1992,90371.85854217804
658,2384,5,2,Rural,1970,202822.9425914517
659,2827,5,2,Suburb,2008,358425.71357331565
660,1281,4,1,Urban,2017,130930.7017703319
661,2859,3,2,Urban,1966,396074.8276905218
662,1303,2,2,Suburb,1957,13848.493896967964
663,2620,4,2,Urban,1956,290880.2879207728
664,1302,2,2,Suburb,1952,122886.1261962456
665,1886,4,1,Suburb,1957,177610.19809496374
666,2174,3,2,Suburb,2014,238954.52380921127
667,2695,2,3,Suburb,1962,323014.3676648947
668,2985,4,2,Rural,1974,392480.97262121306
669,1773,3,2,Rural,1960,274010.9292470399
670,1641,5,1,Rural,1987,142090.12823917205
671,1484,3,3,Rural,2009,206629.15998412544
672,2824,3,3,Suburb,1997,329942.21102040674
673,2669,4,2,Urban,1973,237119.61947218564
674,1277,4,3,Suburb,2000,231677.17553189944
675,2182,3,3,Urban,1984,211785.72374380945
676,1925,2,3,Rural,2019,172195.1370215592
677,1583,3,1,Rural,2011,154147.1955850991
678,1349,2,1,Urban,1958,109174.72966370004
679,1052,3,1,Rural,1990,157635.13662633937
680,2220,3,1,Urban,1997,219240.91701702485
681,2154,2,1,Rural,1966,212487.3918513056
682,2543,4,3,Urban,2000,304825.3203941666
683,2317,5,3,Urban,1953,281768.54064148414
684,1772,2,1,Rural,1994,156081.55342549432
685,1676,4,2,Rural,1955,158130.94229693085
686,2199,3,1,Suburb,1992,194070.87954251608
687,2932,4,1,Rural,2003,284685.45450102835
688,1853,5,2,Urban,1954,225627.75512557995
689,2727,3,3,Urban,1953,245766.9663163894
690,2658,4,1,Suburb,1958,395697.5320416831
691,2735,5,3,Suburb,2009,339050.87140104134
692,2198,5,2,Rural,1978,220630.78888843948
693,2503,2,3,Rural,2015,339812.47815522866
694,1854,4,3,Urban,1975,154128.96976811753
695,1716,5,2,Rural,1959,157996.5874968265
696,1116,3,1,Suburb,1957,116035.25031385604
697,2296,2,2,Suburb,1987,258075.017263462
698,2987,5,1,Suburb,1963,305441.7881772676
699,1890,2,2,Urban,1954,267388.855538514
700,1172,3,2,Urban,1996,222123.16740537703
701,2390,4,2,Suburb,2014,222996.20083676535
702,2765,5,3,Suburb,1975,340104.6661167665
703,2162,5,3,Suburb,1951,279246.8472599517
704,2853,4,3,Urban,1964,218168.75973159936
705,1222,2,2,Urban,1950,153859.10308902524
706,2683,5,2,Urban,2001,273092.8588853385
707,1506,5,2,Suburb,2014,213588.60492033392
708,2397,2,3,Rural,2013,246270.5290420968
709,1446,2,1,Rural,2007,204761.0039594704
710,2039,3,2,Suburb,1999,216163.7350703267
711,2815,4,2,Rural,1997,319833.96663086454
712,1370,2,1,Rural,2020,198801.58979003807
713,1449,4,1,Suburb,1971,191672.63069488335
714,1581,3,3,Rural,1955,182823.32376214143
715,2932,4,3,Urban,1961,348671.5515734955
716,2686,4,1,Suburb,1980,215891.89266972683
717,1132,3,3,Rural,2007,69367.00776598588
718,2256,3,3,Urban,1951,261384.455843752
719,1379,4,1,Rural,1978,211373.54861165577
720,1113,4,2,Urban,1951,41103.87097166479
721,1396,4,2,Suburb,1979,116390.38405238482
722,1064,5,3,Rural,1970,80632.66668067983
723,1983,2,2,Rural,1961,189174.00602224417
724,1879,4,3,Urban,1951,190071.11359087253
725,1225,2,3,Urban,2003,119075.84414635388
726,2828,2,2,Suburb,1971,316509.2089746439
727,1324,2,3,Urban,1951,78664.4246584845
728,1591,3,1,Suburb,2002,157065.90326247638
729,1818,5,3,Suburb,1977,193397.6398374297
730,2950,4,1,Urban,1994,341504.0146301986
731,1834,4,1,Urban,1954,346901.4044010646
732,1027,5,3,Rural,1976,132723.50679845666
733,2176,4,1,Suburb,1977,203157.19427026424
734,2232,5,3,Rural,1956,318133.53591204766
735,1689,5,3,Suburb,1998,232737.6060971396
736,1349,5,3,Urban,2019,100188.08248009524
737,1780,4,1,Suburb,1963,186435.17711992227
738,1619,3,2,Suburb,1977,213993.04261776488
739,1138,5,2,Suburb,2018,137181.15229161008
740,1167,2,1,Rural,1951,153492.67151107968
741,1827,3,2,Suburb,2019,273441.40889137075
742,2549,4,2,Urban,2010,256036.13807696805
743,2015,2,2,Rural,1957,179130.8112225635
744,1969,2,1,Urban,1971,255042.69252785057
745,1991,5,2,Urban,1988,254723.3762781863
746,2661,3,2,Urban,1954,214788.3636973779
747,2555,3,1,Suburb,1951,306341.2620857117
748,2358,4,1,Rural,1972,262099.68151034872
749,1825,5,1,Rural,2017,218562.51194030416
750,1964,2,1,Suburb,1994,176284.9412286115
751,1456,2,1,Suburb,2005,91744.33011187076
752,2414,5,1,Suburb,2019,223960.79478662665
753,2613,2,3,Urban,2021,267638.2305166327
754,2379,3,1,Rural,2011,332532.6023616686
755,2174,5,2,Urban,1970,295013.43869231537
756,1265,3,1,Suburb,1958,112106.52136022077
757,1423,5,2,Urban,1991,175903.59081565513
758,2625,4,3,Rural,2002,349503.11244088213
759,1088,2,2,Urban,2011,234184.012272154
760,2777,5,2,Suburb,1976,339468.5291730732
761,1212,3,3,Rural,1978,246462.4086055109
762,1834,3,2,Suburb,1997,183159.4565395562
763,1725,5,3,Rural,2016,232326.63293109043
764,2548,5,3,Suburb,2013,275742.3590789131
765,1140,4,1,Urban,1977,237398.46220200785
766,1733,3,1,Suburb,1977,158087.22641920578
767,2103,4,3,Urban,2009,308486.2928733773
768,2832,4,3,Suburb,2006,266823.51602877857
769,2157,5,1,Suburb,1977,264592.10336816136
770,2986,3,2,Urban,2018,422449.3237247577
771,1595,5,3,Rural,1998,187442.58908949053
772,1780,2,2,Rural,2017,240120.57908853417
773,1488,2,1,Rural,1961,174029.13666759443
774,2095,2,2,Rural,1975,269798.0053103479
775,2778,3,2,Urban,1964,295834.42655521026
776,2408,3,3,Urban,2007,355995.9813792964
777,1011,3,1,Rural,2017,107334.48856240348
778,1129,5,1,Urban,1971,175571.17393216168
779,1754,3,1,Rural,1992,276729.1561536258
780,2579,3,3,Urban,2017,326827.9002232552
781,2076,5,2,Rural,2012,173671.98104839408
782,1251,4,3,Urban,1993,57396.483711371606
783,2810,2,3,Urban,2003,325777.259266595
784,1519,3,2,Suburb,1964,234080.24065253916
785,2232,2,1,Suburb,1962,267089.9585322739
786,2817,2,3,Urban,1976,273926.9277115676
787,1013,5,2,Rural,1978,173221.81649211142
788,1793,2,3,Urban,1993,159201.27469394248
789,2487,3,1,Urban,2003,127972.18014429696
790,2889,2,2,Suburb,1972,370626.439473164
791,1529,2,3,Suburb,2005,81258.8955071573
792,1205,3,3,Suburb,1966,134640.0924887635
793,2831,3,1,Rural,2005,245011.44301948388
794,1571,3,3,Urban,2003,183667.2519967544
795,1894,5,1,Urban,1958,213408.215057492
796,1257,4,1,Urban,1998,10094.569663554488
797,2516,5,1,Urban,1991,306682.8939190899
798,2083,4,1,Suburb,1995,311449.115085976
799,2356,2,1,Rural,1994,144358.60901795403
800,2806,4,2,Rural,1955,315154.0892583011
801,1934,3,3,Suburb,1969,235038.31451003812
802,1187,5,2,Rural,1996,204726.8344903373
803,1178,2,1,Rural,2012,51737.168853934825
804,2058,3,3,Urban,1960,212626.1979964812
805,2542,5,1,Urban,1955,286196.5108524854
806,2356,4,1,Rural,1994,163111.1990648493
807,1165,2,3,Rural,1970,145984.3201334889
808,2773,5,3,Urban,1963,319935.4188894642
809,1542,4,1,Urban,2010,153527.22720905603
810,2846,2,3,Rural,2010,301826.2753182034
811,1795,3,2,Urban,2010,91369.09841642992
812,2974,3,2,Urban,1981,236787.38561078228
813,1745,4,3,Suburb,1998,166573.63832748428
814,2643,5,3,Suburb,2007,327149.26178345387
815,2128,3,2,Urban,2018,162431.49881459886
816,2083,2,2,Suburb,2017,283618.57170578453
817,2932,3,3,Suburb,1993,193486.83374276408
818,1355,2,3,Suburb,1973,184305.8482964491
819,1348,2,1,Rural,1978,228373.47914788328
820,2221,5,3,Urban,2000,275389.2662490807
821,2053,2,3,Urban,1969,273002.9321894682
822,1293,5,1,Urban,1992,63691.95005096115
823,1728,2,2,Rural,1987,175704.8294331174
824,1072,2,2,Urban,1975,153307.74551579685
825,1995,4,2,Suburb,1963,351539.58209616574
826,2297,4,2,Suburb,2011,304909.4753616428
827,1894,3,1,Rural,1969,241747.3365071524
828,1920,2,3,Rural,1982,222212.13213889327
829,2681,2,1,Rural,1981,315662.7243188867
830,2793,4,1,Suburb,1981,302258.0402522555
831,1636,5,1,Suburb,1998,301609.7785070603
832,2845,4,2,Urban,1991,301658.3598575561
833,2627,5,3,Suburb,1957,303270.9839597433
834,2994,5,3,Urban,2013,419550.0778933906
835,2628,4,2,Rural,1994,282537.1744524533
836,2241,2,3,Suburb,1953,219802.3301261205
837,2035,3,3,Urban,2001,185536.1404423513
838,2284,3,1,Rural,1998,205017.1897934473
839,1982,3,2,Suburb,1992,195499.44162847992
840,2062,2,2,Rural,1956,123551.69150057418
841,2418,2,3,Urban,1990,282583.10142378416
842,1540,4,3,Suburb,1989,257935.4653437072
843,1583,3,3,Rural,1975,243201.46358269104
844,2714,5,1,Suburb,1986,268001.4334687657
845,2845,4,3,Suburb,1986,377890.8023928211
846,1854,4,2,Urban,1973,262405.21795739525
847,1645,3,2,Urban,1994,229201.74597191575
848,2337,3,3,Suburb,1983,169714.92695912067
849,1899,5,1,Rural,1978,204905.2977896905
850,2167,4,3,Suburb,2010,305323.44639425544
851,1867,2,2,Rural,1960,133216.97056176572
852,2919,4,2,Suburb,2003,286531.7134016563
853,1190,5,2,Suburb,2014,229363.76260100544
854,1066,3,3,Suburb,1986,149494.39117093512
855,1295,3,3,Suburb,1960,121230.74254282333
856,1134,5,3,Urban,1989,94827.8866995259
857,1852,4,3,Rural,1986,212670.93099233747
858,2630,3,1,Rural,1963,255598.23089527315
859,1015,2,2,Rural,1976,122527.063502568
860,1939,4,2,Urban,1974,242331.7018854892
861,1497,5,3,Rural,1964,200166.9257806888
862,2499,2,3,Urban,1965,260415.13443513407
863,1541,2,2,Suburb,2004,135593.48709325623
864,1564,4,2,Urban,1963,246895.31511015017
865,2607,5,3,Urban,1951,244748.942190157
866,2693,4,1,Rural,1959,257512.558546102
867,1514,4,1,Rural,1978,132256.31295968872
868,2866,2,3,Suburb,1996,310728.8438534349
869,2576,4,2,Suburb,1995,263333.4927653238
870,1584,2,3,Rural,2016,175613.44600665898
871,2647,2,1,Urban,1975,342310.9558334117
872,1403,2,1,Rural,1999,141797.32168745878
873,1847,2,2,Suburb,1981,147425.66867447394
874,1186,5,2,Rural,1967,222658.7466724476
875,2156,2,2,Urban,1965,199376.22255012847
876,2657,5,1,Urban,2009,274601.6242346961
877,1452,4,2,Suburb,2009,217030.45449972973
878,2186,5,2,Suburb,1957,190077.3938544509
879,2853,4,2,Rural,2008,253163.3932391354
880,1161,5,2,Urban,1989,231942.69801284917
881,1064,3,3,Suburb,1977,71432.87491872325
882,1944,5,2,Suburb,1966,227277.2722426368
883,1507,2,1,Rural,1961,191360.44824038312
884,1356,3,1,Suburb,1966,168547.8921355704
885,1415,2,3,Urban,1954,169138.61027405603
886,2705,2,3,Suburb,1997,237190.7292339801
887,2666,4,1,Suburb,1955,299528.65220836987
888,2754,3,3,Urban,1956,386864.1160472522
889,2404,2,1,Rural,1983,222120.1281471899
890,2164,5,2,Suburb,2009,244467.23096810037
891,1333,5,1,Urban,1990,71804.38649881865
892,1990,4,1,Rural,1953,274544.73289537337
893,1249,3,2,Rural,2009,171969.61413533258
894,2302,3,1,Rural,2003,224149.2341727969
895,2208,5,1,Suburb,1983,160054.23595212278
896,1206,3,2,Suburb,2008,119607.79133055564
897,2830,3,1,Urban,1999,296989.2816423344
898,2491,4,3,Rural,1997,329354.03493840515
899,1406,3,2,Suburb,1990,204192.2264660677
900,1934,5,2,Urban,1998,211328.66118427183
901,2205,5,1,Rural,2020,284168.75885778526
902,1510,5,2,Urban,1966,253924.57823353985
903,2395,5,1,Suburb,1969,219837.4318773728
904,1875,4,1,Urban,2019,154161.79615866364
905,2748,2,3,Rural,1985,292716.68836233515
906,2240,2,2,Rural,1984,175253.0720865358
907,2356,4,3,Suburb,2004,207638.48865434583
908,2583,4,3,Suburb,1979,236197.64681693877
909,1939,3,1,Suburb,2016,168659.1316323578
910,1572,2,3,Urban,1989,153323.09298009062
911,2021,4,1,Rural,1976,254827.0074948498
912,1119,3,3,Suburb,2002,156184.4311539463
913,2800,5,3,Urban,1998,243474.4477234156
914,2413,2,1,Urban,1995,152037.88283583574
915,2201,5,1,Suburb,1972,237888.54079400405
916,1111,3,1,Urban,1962,151835.0995490588
917,2610,3,3,Suburb,1976,404402.4649840632
918,1425,4,2,Rural,1986,191841.0777443686
919,2772,2,3,Urban,1980,214288.5945241755
920,1888,3,2,Urban,1961,128579.78913794098
921,1717,3,3,Rural,2013,218583.9792626548
922,1896,4,2,Urban,1950,269290.56505064
923,2196,3,2,Rural,1972,181063.3492863672
924,2662,4,3,Urban,1982,308333.2247959214
925,2665,3,2,Suburb,1987,275942.30696495145
926,2959,5,3,Suburb,1964,398664.2908431362
927,2181,2,2,Rural,2013,315622.96387437434
928,1886,4,2,Urban,1984,213886.10417008452
929,1906,5,2,Urban,1962,300108.5852581218
930,1479,4,3,Rural,1977,134995.4142776593
931,2579,4,3,Suburb,1954,276963.5095738046
932,2216,4,3,Suburb,1990,283739.1549469435
933,2000,2,1,Suburb,2010,240007.38390016995
934,2142,2,1,Suburb,1990,316145.9629965468
935,2829,2,2,Urban,1979,287868.45272430894
936,1108,4,1,Urban,2013,223401.14973427367
937,2744,2,2,Suburb,1992,343444.35376779514
938,2419,2,1,Urban,1952,199807.06329737956
939,1639,4,3,Urban,1966,271405.1160376205
940,1110,2,1,Suburb,1970,152498.25129336712
941,2791,4,1,Rural,2014,237122.59867060187
942,1117,2,3,Rural,1989,82525.32302813027
943,2909,5,1,Suburb,1955,284460.83799398434
944,1515,4,1,Suburb,1959,123626.76990005812
945,1301,4,3,Suburb,1972,43951.5640866762
946,1386,2,2,Urban,1965,173109.12753025017
947,1220,5,2,Suburb,1995,84837.54178904003
948,2917,4,2,Rural,1996,311084.6178663685
949,2138,5,2,Urban,2018,236398.65101412387
950,2557,3,1,Suburb,1970,234156.8006160648
951,1147,2,2,Suburb,2017,96565.03575767674
952,1556,3,1,Rural,1977,176047.04117205157
953,2815,4,1,Suburb,1987,387643.5144280052
954,1899,3,1,Urban,1991,178080.45538246265
955,2014,2,2,Suburb,1957,296640.21717998566
956,2994,4,1,Suburb,1993,411973.1205051634
957,1420,2,3,Rural,1965,189782.22038225623
958,1100,3,1,Urban,2003,189938.682143018
959,2130,2,2,Suburb,1987,220083.50285979413
960,1979,4,3,Rural,1978,201259.4858730004
961,2816,5,3,Urban,1968,266882.69774467475
962,1115,4,2,Rural,2014,167003.3485083678
963,2883,2,3,Urban,2021,274065.47675880126
964,2219,4,3,Urban,2017,224567.05722584244
965,1018,2,3,Suburb,1957,197776.62348459585
966,2374,2,2,Rural,2002,180247.05394708985
967,1270,3,2,Rural,2004,204126.9238522022
968,1367,3,3,Suburb,1996,166215.23047928716
969,2675,4,3,Rural,1998,248482.08123198512
970,1546,3,1,Urban,2016,45300.31756942869
971,2536,3,3,Suburb,1984,288704.63953436265
972,1093,4,1,Suburb,2019,185338.62631624044
973,1651,4,3,Suburb,2019,338118.77953662444
974,2192,2,2,Rural,2004,260904.21584967372
975,1441,4,2,Rural,2019,316311.3312099292
976,1316,4,2,Urban,1956,214351.1293762532
977,1690,4,2,Rural,1959,226496.69542720687
978,1474,4,1,Suburb,1951,227993.4101474191
979,1319,2,3,Suburb,1979,106892.4344094736
980,2101,5,1,Urban,1959,217944.5634309821
981,2824,3,3,Urban,1975,247402.5100149845
982,2944,2,1,Rural,2001,270128.29476942227
983,2761,2,3,Suburb,1981,349841.3469400523
984,1539,4,2,Urban,1960,184084.30636896577
985,1950,3,1,Suburb,1955,236220.01870850308
986,2065,2,1,Urban,1975,214110.4458090052
987,2514,5,2,Rural,1996,210799.59985609775
988,1789,3,3,Urban,1974,254078.1937382723
989,2383,5,1,Urban,2014,307589.5159232083
990,2862,4,3,Urban,1974,290583.30949989986
991,2625,4,3,Urban,1970,290389.7982242544
992,2221,2,3,Rural,1983,304471.4056394157
993,2865,2,1,Suburb,1957,402366.8293209531
994,1937,5,3,Suburb,1956,300646.74475597497
995,2285,4,1,Urban,1955,225137.7628708621
996,2252,3,3,Suburb,1954,206995.46592330985
997,1297,3,3,Urban,1952,203415.5038915638
998,2424,3,1,Suburb,1953,206930.27898693449
999,2466,4,1,Urban,1959,312980.8789863423
1000,1957,4,1,Suburb,1976,173590.6778935894
1001,1594,5,1,Suburb,2002,148345.2363911038
1002,2097,5,1,Suburb,1996,222931.17489198144
1003,2701,4,3,Urban,1958,297888.809713255
1004,1501,5,1,Rural,1959,102171.58988660286
1005,2170,3,3,Rural,1979,213699.5140397664
1006,2164,2,3,Rural,1987,300978.2581527357
1007,2853,5,1,Suburb,1996,328131.64419924526
1008,1835,3,3,Rural,1975,361884.810316275
1009,2890,5,3,Urban,1951,291217.4185038453
1010,1379,2,1,Suburb,1953,111538.0677174769
1011,1848,5,3,Urban,2021,296563.85820255853
1012,2745,5,2,Suburb,2000,340566.6196736529
1013,1268,4,3,Suburb,1990,193387.0093706492
1014,1474,4,3,Urban,2005,168808.54923941896
1015,1512,4,2,Rural,1969,227627.5483705949
1016,1490,3,1,Rural,2019,195476.05398568985
1017,1936,2,3,Suburb,2016,288913.6866336087
1018,1008,5,3,Suburb,1983,161063.73607289075
1019,2004,2,2,Urban,2002,187572.6614699519
1020,2966,4,3,Rural,1977,345380.2839864588
1021,2141,4,3,Urban,2011,155736.77391563528
1022,2916,5,3,Suburb,1986,287976.99477122084
1023,2712,5,1,Rural,2014,205839.2857341805
1024,2595,3,2,Rural,1951,297805.3634535049
1025,1941,2,1,Suburb,1951,224112.02536082896
1026,2408,5,3,Urban,1957,285041.3590750003
1027,1898,3,1,Urban,1983,219660.55960271708
1028,2198,3,2,Urban,1987,288198.67485716566
1029,1871,5,3,Urban,1981,208206.79889558087
